id,status,brand,thumbnail,title,sale_price,short_desc,long_desc,slug
10,PRIVATE,44,https://www.majafarm.mk/media/products/2023/12/21/1653915025haemovit-plus-kapsuli-za-vozrasni-1-900x900-pad.jpg,Haemovit Plus капсули за возрасни,925,"<p>Haemovit Plus капсули за возрасни,30 капсули. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,haemovit-plus-kapsuli-za-vozrasni
22,PRIVATE,50,https://www.majafarm.mk/media/products/2024/01/20/1655385019plivit-b-forte-kapsuli-60-kapsuli-1-900x900-pad.jpg,"Plivit B Forte капсули, 60 капсули",199,"<p>Plivit B Forte капсули, 60 капсули. Витамини B-complex. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,plivit-b-forte-kapsuli-60-kapsuli
49,PRIVATE,60,https://www.majafarm.mk/media/products/2024/01/30/1654002713magnesium-400b-complex-direkt-kesichki-1-900x900-pad.jpg,"Magnesium 400+B complex директ ќесички, 20 ќесички",240,"<p>Magnesium 400+B complex директ кесички, 20 кесички со вкус грејпфрут. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,magnesium-400b-complex-direkt-kjesichki-20-kjesichki
52,PRIVATE,57,https://www.majafarm.mk/media/products/2024/01/30/accu-chek-instant.webp,Accu-Chek Instant – Апарат за мерење шеќер во крвта со 100 ленти,2300,"<p>Accu-Chek Instant &ndash; Апарат за мерење шеќер во крвта со 100 ленти Се користи само со тест ленти Accu-Chek Instant. Содржина во пакувањето : &ndash; Мерач Accu-Chek Instant, со батерија тип Lithium CR 2032 &ndash; 100 тест ленти Accu-Chek Instant &ndash; 10 ланцети &ndash; Уред за боцкање &ndash; Торбичка за носење</p>",,accu-chek-instant-aparat-za-merenje-shekjer-vo-krvta-so-100-lenti
61,PRIVATE,64,https://www.majafarm.mk/media/products/2024/02/26/1655189472regulex-kapsuli-za-vozrasni-30-kapsuli-1-900x900-pad.jpg,"Regulex капсули за возрасни, 30 капсули",550,"<p>Regulex капсули за возрасни, 30 капсули. Екстракт од медицински печурки. Има корисен ефект во регулирање на нивото на гликоза, спречува компликации од дијабетес. Препорачана доза:2 капсули на ден првите месец дена, после по 1 капсула на ден. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,regulex-kapsuli-za-vozrasni-30-kapsuli
11,PRIVATE,45,https://www.majafarm.mk/media/products/2023/12/21/askorvita-maks_LxjmKOR.jpg,Аскорвита макс обложени таблети,410,"<p>Ascorvita MAX Vitamin C 1000mg,Vitamin D 2000IU,Cink 10mg таблети за возрасни,30 таблети. Производот Аскорвита Макс, обложени таблети е храна за посебни медицински намени со Витамини Ц и Д и со цинк, наменета за потребите на исхрана кај лица со ослабен имунитет и одржување на здравјето и функцијата на имунолошкиот систем, мускулите, коските и зглобовите. За диететско регулирање кај лица со остеопенија, остеопороза, автоимуни, кардиоваскуларни, малигни болести и други состојби и болести кај кои е неопходен надомест на витамин Д. Таблета со модифициран систем на ослободување -MRS&trade;, овозможува ослободување на Витаминот Ц во тек на подолг временски период. Таблетите се состојат од два слоја &ndash; Првиот слој на таблетата го карактеризира брзото ослободување на Витаминот Ц. Вториот слој се карактеризира со постепено ослободување на Витаминот Ц. Благодарение на ова, концентрацијата на Витаминот Ц во организмот останува стабилна повеќе часа. ПАКУВАЊЕ: 30 обложени таблети (блистер 2 x 15)/кутија. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>","<p>Употреба: Возрасни и стари лица: да испијат 1 таблета на ден, со доволно вода.</p>",askorvita-maks-oblozheni-tableti
12,PRIVATE,43,https://www.majafarm.mk/media/products/2023/12/21/1689334339neurozan-original-tableti-30-tableti-1-900x900-pad.jpg,"Neurozan original таблети, 30 таблети",1185,"<p>Neurozan original таблети, 30 таблети. Напредна формула за оптимални мозочни перформанси. Во себе содржи екстракт од гинко билоба, 5-хтп, л-аргинин, л-глутамин, л-глутатион, коензим Q10, фосфатидилсерин, фосфатидилхолин, бета каротен и плус 18 други хранливи компоненти кои синергистички делуваат во потхранување на нервниот систем. Neurozan обезбедува сеопфатна формула за заштита на вашиот внес на важни хранливи состојки за здравјето, виталност и важни хранливи состојки со цел да помогнат во нормалните когнитивни функции. Ментални перформанси: Железото, цинкот и јодот придонесуваат за нормална когнитивна функција плус пантотенската киселина, што придонесува за нормални ментални перформанси. Нервен систем: Витаминот Б6, ниацинот (вит. Б3) и витаминот Ц придонесуваат за нормално функционирање на нервниот систем. Психолошки функции: Витамините Б12, Б6, тиаминот (вит. Б1), фолната киселина, витаминот Ц и магнезиумот придонесуваат за нормална психолошка функција.</p>",<p>Употреба: една таблета дневно со главниот оброк.</p>,neurozan-original-tableti-30-tableti
13,PRIVATE,43,https://www.majafarm.mk/media/products/2023/12/21/1654179332visionace-kapsuli-za-vozrasni-1-900x900-pad.jpg,VISIONACE капсули за возрасни,875,"<p>VISIONACE капсули за возрасни,30 капсули. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,visionace-kapsuli-za-vozrasni
14,PRIVATE,40,https://www.majafarm.mk/media/products/2023/12/21/1653909911septolete-total-pastili-za-grlo-16-pastili-1-900x900-pad.jpg,"Septolete total пастили за грло, 16 пастили",184,"<p>Septolete total пастили за грло, 16 пастили. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,septolete-total-pastili-za-grlo-16-pastili
15,PRIVATE,40,https://www.majafarm.mk/media/products/2023/12/21/1653911507septanazal-sprej-za-vozrasni-10ml-1.jpg,SeptaNazal спреј за возрасни 10ml,173,<p>SeptaNazal спреј за возрасни 10ml. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>,,septanazal-sprej-za-vozrasni-10ml
16,PRIVATE,40,https://www.majafarm.mk/media/products/2023/12/21/1654860827septanazal-sprej-za-deca-10ml-1-900x900-pad.jpg,SeptaNazal спреј за деца 10ml,173,<p>SeptaNazal спреј за деца 10ml. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>,,septanazal-sprej-za-deca-10ml
17,PRIVATE,48,https://www.majafarm.mk/media/products/2023/12/21/1655280656epineuron-tableti-za-vozrasni-30-tableti-1-900x900-pad.jpg,"EpiNeuron таблети за возрасни, 30 таблети",1345,"<p>EpiNeuron таблети за возрасни, 30 таблети. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,epineuron-tableti-za-vozrasni-30-tableti
18,PRIVATE,48,https://www.majafarm.mk/media/products/2023/12/21/1655977513innopea-kjesichki-za-vozrasni-15-kjesichki-1-900x900-pad.jpg,"INNOPEA ќесички за возрасни, 15 ќесички",733,"<p>NNOPEA ќесички за возрасни, 15 ќесички. Единствена формулација за третман на болка и воспаление. INNOPEA&reg; претставува додаток на исхрана со палмитоилетаноламид и витамини од Б групата кои придонесуваат за нормална функција на нервниот и имунолошкиот систем, нормална психолошка функција, како и во намалување на заморот и исцрпеноста. INNOPEA&reg; благодарение на специфичната патентирана формулација придонесува во намалување на оксидативниот стрес кај хронични болни и воспалителни состојби, стимулација на имуниот систем и побрзо закрепнување на организмот. Состав Активни состојки: 1 кесичка (2g) Levagen&reg;+ 350 mg (од кои палмитоилетаноламид 315 mg) Витамин Б1 (тиамин-хидрохлорид) 0,55 mg Витамин Б6 (пиридоксин-хидрохлорид) 0,70 mg Витамин Б12 (метилкобаламин) 1,25 &mu;g INNOPEA&reg; 350 mg :::: Стандардна РЕА 600 mg Терапевтски ефекти Редукција на акутни и хронични воспаленија Намалување на интензитетот на акутна и хронична невропатска болка Регулација на имуниот одговор Заштита на нервниот систем Оптимизација на когнитивните функции Подобрување на квалитетот на живот Зошто INNOPEA&reg;? Ефикасно го намалува интензитетот на акутна и хронична болка и воспаление Уникатниот фармацевтски облик обезбедува брз почеток на дејство Помала доза остварува подобар терапевтски ефект Го штити нервниот систем и го подобрува квалитетот на живот Добро се поднесува, без несакани ефекти Комфорна примена, 1-2 кесички дневно Индикации INNOPEA&reg; е корисна во намалување на симптомите кај заболувања кои се проследени со невропатска болка, невроинфламација и невродегенерација. - Болни и воспалителни состојби на периферен и централен нервен систем -Невродегенеративни болести -Невропатска или мешана болка предизвикана од канцер и хемотерапија -Хронични инфламаторни и дегенеративни заболувања -Нарушувања на спиењето Начин на употреба Возрасни: Растворете ја содржината од кесичката во чаша вода и испијте ја, или содржината од кесичката растопете ја директно во уста, без додавање на течности, наутро и навечер во првите 15 дена. После тоа, да се продолжи со употреба на една кесичка, еднаш дневно.</p>",,innopea-kjesichki-za-vozrasni-15-kjesichki
19,PRIVATE,49,https://www.majafarm.mk/media/products/2023/12/21/1653982221prostamol-uno-kapsuli-za-vozrasni-30-kapsuli-1-900x900-pad.jpg,"Prostamol UNO капсули за возрасни, 30 капсули",750,"<p>Prostamol UNO капсули за возрасни,30 капсули. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,prostamol-uno-kapsuli-za-vozrasni-30-kapsuli
20,PRIVATE,18,https://www.majafarm.mk/media/products/2023/12/21/1654004330leviker-tableti-za-vozrasni-1-900x900-pad.jpg,Leviker таблети за возрасни,925,"<p>Leviker таблети за возрасни,30 таблети. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,leviker-tableti-za-vozrasni
24,PRIVATE,,https://www.majafarm.mk/media/products/2024/01/20/1689339042synosteo-kjesichki-30-kjesichki-1-900x900-pad.jpg,"Synosteo ќесички, 30 ќесички",1085,"<p>Synosteo ќесички, 30 ќесички.</p>

<p>Состав:</p>

<p>-Kalcijum (citrat 500mg + laktat 300mg) 800mg<br />
-Vitamin D3 (holekalciferol) 20&mu;g<br />
-Vitamin K2 (menahinon) 45&mu;g</p>

<p>Има пријатен портокалов вкус - многу од постоечките формулации немаат пријатен вкус и не можат да се толерираат од пациентите.<br />
Содржи витамин К2-7 &ndash; витаминот К2 го спречува формирањето на артериска калцификација и го подобрува здравјето на коските со зголемување на коскената маса и намалување на загубата на коскената маса (преку остеокалцин карбоксилација).<br />
Се прави без глутен и лактоза.<br />
Може да се користи како монотерапија кај остеопенија или остеопороза или како комбинирана терапија во третманот на остеопороза со други лекови.<br />
Повеќето додатоци на калциум содржат калциум карбонат. Оваа форма на калциум не е сварлива и мора да се внесува со храна.</p>

<p>&nbsp;</p>",,synosteo-kjesichki-30-kjesichki
34,PRIVATE,54,https://www.majafarm.mk/media/products/2024/01/27/1653672013tylol-hot-kesichki-za-vozrasni-1-900x900-pad.jpg,Tylol hot кесички за возрасни,25,"<p>Tylol hot кесички за возрасни, 12 монодозни кесички. Секоја кесичка од 20г содржи 500мг парацетамол, 4мг хлорфенирамин малеат, 60мг псеудоефедрин HCL, натриум бензоат: кинолин жолта како боја, сахароза како засладувач, прашок со вкус на лимон како ароматично средство. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",<p>Употреба: Да се зема на секои 6 часа. Препорачана дневна доза 4 ќесички дневно</p>,tylol-hot-kesichki-za-vozrasni
28,PRIVATE,51,https://www.majafarm.mk/media/products/2024/01/20/1686588714calciumvitamin-d3k-tableti-za-vozrasni-30-tableti-1-900x900-pad.jpg,"Calcium+Vitamin D3+K таблети за возрасни, 30 таблети",485,"<p>Calcium+Vitamin D3+K таблети за возрасни, 30 таблети. За одржување на здравјето на коските и забите. Калциум во комбинација со витамин Д3 и витамин К за да се зголеми фиксацијата на калциумот во коските. Важен за силни коски, мускули и нерви. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,calciumvitamin-d3k-tableti-za-vozrasni-30-tableti
29,PRIVATE,53,https://www.majafarm.mk/media/products/2024/01/27/1653910318angal-sprej-za-grlo-30ml-1-900x900-pad.jpg,Angal спреј за грло 30ml,255,<p>Angal спреј за грло 30ml. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт. Lek</p>,,angal-sprej-za-grlo-30ml
30,PRIVATE,41,https://www.majafarm.mk/media/products/2024/01/27/1654334692angi-sept-zalfija-pastili-za-grlo24-pastili-1-900x900-pad.jpg,"Angi Sept жалфија пастили за грло,24 пастили",188,"<p>Angi Sept жалфија пастили за грло,24 пастили. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,angi-sept-zhalfija-pastili-za-grlo24-pastili
31,PRIVATE,40,https://www.majafarm.mk/media/products/2024/01/27/1653909911septolete-total-pastili-za-grlo-16-pastili-1-900x900-pad.jpg,"Septolete total пастили за грло, 16 пастили",184,"<p>Septolete total пастили за грло, 16 пастили. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,septolete-total-pastili-za-grlo-16-pastili-1
32,PRIVATE,40,https://www.majafarm.mk/media/products/2024/01/27/1653910022septolete-total-pastili-za-grlo-limon-i-bozel-1-900x900-pad.jpg,Septolete total пастили за грло лимон и бозел,184,"<p>Septolete total пастили за грло лимон и бозел, 16 пастили. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,septolete-total-pastili-za-grlo-limon-i-bozel
33,PRIVATE,40,https://www.majafarm.mk/media/products/2024/01/27/1653909969septolete-total-pastili-za-grlo-limon-i-med-1-900x900-pad.jpg,Septolete total пастили за грло лимон и мед,184,"<p>Septolete total пастили за грло лимон и мед, 16 пастили. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,septolete-total-pastili-za-grlo-limon-i-med
50,PRIVATE,53,https://www.majafarm.mk/media/products/2024/01/30/1655279824lekadol-combo-kesichki-za-vozrasni10-monodozni-kjesichki-1_8oPYMxL.jpg,"Lekadol Combo кесички за возрасни,10 монодозни ќесички",270,"<p>Lekadol Combo кесички за возрасни,10 монодозни ќесички. Состав 500mg paracetamol/12.2 mg phenylephrine hydrochloride. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,lekadol-combo-kesichki-za-vozrasni10-monodozni-kjesichki
92,PRIVATE,53,https://www.majafarm.mk/media/products/2024/02/27/1653982727linex-junior-kesichki-za-deca-10-monodozni-kjesichki-1-900x900-pad.jpg,"Linex junior кесички за деца, 10 монодозни ќесички",370,"<p>Linex junior за деца, 10 монодзони кесички. Пред употребата на лекот внимателно прочитајте го упатството! За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>",,linex-junior-kesichki-za-deca-10-monodozni-kjesichki
35,PRIVATE,55,https://www.majafarm.mk/media/products/2024/01/27/1653670511fervex-kesichki-za-vozrasni-8-monodozni-kjesichki-1-900x900-pad.jpg,"Fervex кесички за возрасни, 8 монодозни ќесички",35,"<p>Fervex кесички за возрасни, 8 монодозни кесички. Fervex за возрасни е наменет за третман на настинка, воспаление на слузницата на носот (ринит), воспаление на слузницата на носот и грлото (ринофарингит) и состојби слични на грип (бистар исцедок од носот, кивање, солзење), главоболка и/или покачена температура кај возрасни и деца над 15 годишна возраст. Состав: Активни компоненти: парацетамол 500mg, витамин Ц 250mg, фенирамин малеат 25mg Останати состојки: природна арома од есенцијални масла од лимон, цимет и каранфилче, природни екстракти од рум, ванила и карамел, сахароза. Напомена: оваа формулација содржи сахароза како засладувач. За дијабетичари и лица кои избегнуваат внес на шеќери се препорачува формулацијата Fervex без шеќер која ги содржи истите активни компоненти и аспартам како засладувач. Пред употребата на лекот внимателно прочитајте го упатството. За ризикот и несаканите дејства советувајте се со лекар или фармацевт.</p>","<p>Употреба: Дозирање и начин на употреба: Вообичаено дозирање: 1 кесичка 2-3 пати на ден. Интервалот помеѓу дозите треба да биде најмалку 4 часа. Кај лица кои имаат нарушена бубрежна функција интервалот меѓу две дози треба да е најмалку 8 часа. Содржината на кесичката се раствора во чаша (200 ml) со топла или ладна вода. Препорачливо е да е водата топла, но да не преминува 60&deg;C. Времетраење на употреба: 3-5 дена. Ако не се забележи олеснување на симптомите по 5 дневна употреба на препаратот, пациентот треба да се консултира со лекар. Мерка на претпазливост: употребата на лекот може да предизвика поспаност. При примена не треба да возите или да ракувате со машини. Мерка на претпазливост: Употребата на лекот може да предизвика поспаност. При примена не треба да возите или да ракувате со машини.</p>",fervex-kesichki-za-vozrasni-8-monodozni-kjesichki
